,SHY,GSG,TLT,SPY,VTI,BND,VNQ,VWO,VEA,EWJ,EFA,GLD,QQQ,HYG,VGK,SHV,UST,IWM,EEM,LQD,IEF,AGG,DBC
2009-01-02,74.71815,29.61,82.52249,72.54897,36.17632,54.50851,21.13848,18.37935,19.22968,31.716520000000003,45.44,86.23,27.52616,34.46859,25.02595,103.7816,,42.24755,20.4618,63.88389,75.41508,74.28090999999999,21.93
2009-01-05,74.869,30.63,80.39471,72.46313,36.16846,54.27989,20.74913,18.67543,18.94444,30.92608,44.71,84.48,27.517290000000003,36.13357,24.76346,103.8569,,42.39898,20.72774,64.32200999999999,75.28307,75.46452,22.16
2009-01-06,74.90449,31.2,79.58615,72.947,36.46711,53.93349,21.78539,19.00852,19.11141,30.62966,45.19,85.13,27.79228,36.43835,25.21161,103.904,,43.11404,21.19705,64.42996,75.23648,75.04128,22.74
2009-01-07,74.85125,29.02,79.89822,70.76178,35.4454,54.09976,21.05462,18.001839999999998,18.88182,30.333240000000004,44.41,82.75,27.00278,35.77874,24.75066,103.9229,,41.84376,19.97685,63.890240000000006,75.25201,74.35264000000001,21.58
2009-01-08,74.869,28.62,79.83439,71.05054,35.60259,54.0097,20.89888,17.890810000000002,19.10445,30.7614,45.07,84.46,27.28665,35.26014,25.02595,103.8099,,42.04565,19.89081,64.34741,75.4539,73.78593000000001,21.66
2009-01-09,74.92223,28.37,79.95496999999999,69.5287,34.73021,54.203680000000006,19.82668,17.45409,18.527,30.234440000000003,43.51,83.92,26.67456,35.77874,24.06563,103.8852,,40.489340000000006,19.46061,65.14747,75.80334,73.53487,21.41
2009-01-12,74.93998,27.03,80.78481,67.85857,33.967859999999995,53.98891999999999,18.66463,16.64726,18.07479,29.87215,42.46,80.76,26.18666,35.000840000000004,23.457420000000003,103.9417,,39.28636,18.63933,64.81094,76.27702,73.92223,20.44
2009-01-13,74.94885,27.63,80.86991,67.98344,34.01501,54.27989,19.22769,16.75829,17.7478,29.31225,41.68,80.88,26.19554,34.873470000000005,22.98367,103.9417,,39.80793,18.69408,64.67124,76.33136999999999,74.04418000000001,20.78
2009-01-14,75.03758,27.2,82.20331999999999,65.84506,32.90685,54.4808,18.22138,15.92926,16.96859,28.45594,39.97,79.79,25.39716,34.42765,21.95292,103.9605,,38.05813,17.78675,64.38551,76.75845,73.94375,20.49
2009-01-15,74.95773,26.13,82.33808,65.86848,33.02474,54.24525,18.82037,16.14392,17.16339,28.81823,40.33,80.39,25.81409,34.29118,22.11298,103.8946,,38.67225,17.99012,64.5125,76.69633,73.93658,20.47
2009-01-16,74.99322,26.61,81.0685,66.38356,33.26838,54.32838,19.53318,16.373379999999997,17.295579999999998,29.01584,40.57,82.71,26.09796,34.568670000000004,22.1706,103.904,,39.10128,18.18566,64.5125,75.9897,74.31676,20.56
2009-01-20,75.02871,25.7,81.05431999999999,62.87942,31.539340000000003,54.09284,17.34685,15.17425,16.00154,27.76431,37.6,84.52,24.80281,33.97729,20.378,103.904,,36.45135,16.83249,63.56005,75.87321999999999,73.92941,19.92
2009-01-21,74.91336,26.14,78.49389000000001,65.59533,32.82826,53.71873000000001,19.1618,16.01809,16.74596,28.9829,39.44,84.15,25.85844,33.981840000000005,21.34472,103.8664,,38.268440000000005,17.74764,63.24256999999999,75.19765,73.54204,20.0
2009-01-22,74.94885,25.96,76.98316,64.58076,32.26239,53.83651,18.11356,15.64798,16.38419,28.25833,38.52,84.58,25.51248,33.89085,20.87096,103.8946,,37.157990000000005,17.16101,63.00764,74.70068,73.22641,19.74
2009-01-23,74.93111,26.73,76.38029,64.86171999999999,32.458870000000005,53.73259,18.66463,15.68499,16.23113,28.19246,38.25,88.53,25.63667,33.349509999999995,20.72371,103.9323,,37.34307,17.380020000000002,62.58856,74.71621999999999,73.11163,20.66
2009-01-26,74.8335,27.05,75.71358000000001,65.30656,32.63963,53.55246,18.55682,15.92186,16.606820000000003,28.15953,39.0,88.95,25.82296,33.43594,21.25509,103.8946,,37.76369,17.58338,62.029790000000006,74.52985,73.03989,20.7
2009-01-27,74.91336,26.31,77.49384,65.96993,33.02474,53.87807,18.82037,16.0551,16.85032,29.04877,39.76,88.38,26.00925,33.745290000000004,21.52398,103.9134,,38.17591,17.89626,63.19812,75.01906,73.41291,20.14
2009-01-28,74.88674,26.29,75.55755,68.20196999999999,34.16434,53.90578000000001,20.44963,16.97295,17.4069,29.575740000000003,40.93,87.41,26.922940000000004,34.9417,22.32425,103.9134,,39.74904,18.80358,63.69975,74.53761,73.45596,20.62
2009-01-29,74.74476999999999,26.42,73.81985999999999,65.98554,33.04046,53.54554,18.77844,16.099510000000002,16.61378,28.45594,39.07,89.5,26.239890000000003,34.07282,21.26149,103.8852,,38.19273,17.84933,62.93779,73.56697,72.80318,20.37
2009-01-30,74.78914,25.65,73.58581,64.6432,32.33312,53.57325,18.00574,15.89225,16.43289,27.76431,38.7,91.31,25.7786,34.22749,21.15906,103.8852,,37.41878,17.71635,63.38227,73.53591,73.26228,20.25
2009-02-02,74.85847,25.82,74.9549,64.44809000000001,32.27811,53.75335,18.44301,15.788620000000002,16.31462,27.76431,38.32,88.84,26.08908,33.49825,20.877370000000003,103.8974,,37.72163,17.53645,63.07598,74.13239,73.13701,19.86
2009-02-03,74.77848,25.85,73.16975,65.35339,32.73395,53.19704,18.25732,16.24015,16.739,28.29127,39.42,88.47,26.49714,33.55798,21.63922,103.8692,,37.99083,18.06051,62.86541,73.49386,72.81304,19.63
2009-02-04,74.65405,25.62,72.9137,65.03341999999999,32.561040000000006,53.2944,17.81406,16.40299,16.66943,28.52181,39.22,89.18,26.53263,33.53041,21.36393,103.8032,,37.71322,18.19348,62.89093,73.12009,72.71226,19.74
2009-02-05,74.67183,25.87,72.97771999999999,66.00114,33.07975,53.41261,17.4367,16.71388,16.87119,28.45594,39.78,90.12,27.1181,33.25471,21.84409,103.8692,,38.15067,18.57675,62.34217,73.2914,72.48188,20.18
2009-02-06,74.6274,25.77,72.75013,67.88199,34.03073,53.40566,18.64667,17.52071,17.26775,28.62062,40.7,89.59,27.82777,33.92559,22.38827,103.8032,,39.50508,19.50755,62.71227,72.84754000000001,72.67625,20.33
2009-02-09,74.60073,25.65,72.98483,67.97564,34.03859,53.41956999999999,18.9222,17.34306,17.30254,28.09365,40.69,88.32,27.94309,34.18752,22.59954,103.8409,,39.32842,19.40586,62.82712,72.69958000000001,72.68346,20.22
2009-02-10,74.76959000000001,25.2,74.57084,64.86171999999999,32.48245,53.71163000000001,17.23903,16.41039,16.4468,27.1056,38.67,90.21,26.91407,33.96236,21.38313,103.8598,,37.51132,18.23259,63.13341,73.67296999999999,73.12980999999999,19.96
2009-02-11,74.75182,24.53,75.53809,65.24413,32.67893,53.90633,17.568479999999997,16.7953,16.59986,27.237340000000003,39.09,92.29,26.78988,33.884240000000005,21.55599,103.8409,,37.65433,18.78012,63.35036,74.24141999999999,73.11541,19.84
2009-02-12,74.84069000000001,24.73,74.82687,65.29095,32.76538,53.76726,17.26898,16.75829,16.572029999999998,27.20441,38.97,93.17,27.1181,33.77855,21.60081,103.8221,,37.97401,18.66279,63.40141,74.21806,73.50417,19.87
2009-02-13,74.69849,24.01,72.83548,64.58856999999999,32.4353,53.51691999999999,16.20876,16.85452,16.3981,26.479840000000003,38.55,92.55,26.99391,33.91181,21.36393,103.8315,,37.57862,18.75665,62.91645,73.63403000000001,73.281,19.51
2009-02-17,74.89401,22.34,75.10425,61.82584,31.036340000000003,53.86461,15.05869,15.52955,15.5215,25.59059,36.5,95.45,25.92054,33.04793,20.10911,103.7938,,36.08961,17.55992,63.261030000000005,74.87217,73.33859,18.42
2009-02-18,74.76959000000001,22.09,74.46415999999999,61.67755,30.93417,53.656000000000006,15.27433,15.65538,15.50063,25.7882,36.47,96.91,25.93828,32.85034,20.06429,103.8409,,35.57645,17.43477,62.94836,74.32706999999999,73.18741,18.31
2009-02-19,74.74293,22.59,73.1982,61.01419,30.60408,53.42652,14.61544,15.58876,15.47975,25.42591,36.42,95.77,25.53909,33.01576,19.99387,103.7279,,35.08011,17.27051,62.4315,73.91436,73.07222,18.76
2009-02-20,74.80514000000001,22.4,73.90941,60.42106,30.24255,53.523880000000005,15.53789,15.21866,15.30582,25.09656,35.89,97.8,25.61006,32.53328,19.72498,103.7656,,34.60901,16.83249,62.169880000000006,74.12461,72.69785999999999,18.55
2009-02-23,74.79626,22.1,74.59217,58.25926,29.21298,53.61427,14.36985,14.84856,14.72838,24.04264,34.52,97.73,24.71411,31.71535,18.98233,103.8409,,33.27983,16.417939999999998,61.95931,74.19469000000001,73.07222,18.37
2009-02-24,74.74293,22.77,74.51394,60.46789,30.27399,53.57255,15.58581,15.640579999999998,15.29887,25.03069,35.96,94.73,25.53022,32.16567,19.67376,103.8315,,34.50806,17.317439999999998,61.735980000000005,73.91436,72.92824,18.72
2009-02-25,74.60073,23.56,73.65337,59.99182,30.03821,53.30135,15.28631,15.41111,14.94405,24.37199,34.97,93.15,25.36168,32.009440000000005,19.2,103.7938,,33.793,17.020220000000002,60.89369,73.24467,72.86344,18.94
2009-02-26,74.63628,24.19,72.87815,59.01628,29.48806,53.20399999999999,14.50163,15.24087,14.81186,24.075570000000003,34.68,93.06,24.65201,31.37531,19.03995,103.8032,,33.16206,16.8716,60.50445,73.05779,72.48188,19.34
2009-02-27,74.68072,24.08,72.45853000000001,57.69735,28.93005,53.25962,14.30995,15.51474,14.777079999999998,24.27318,34.68,92.63,24.42137,30.90202,18.96313,103.8221,,32.93492,16.60566,60.08331,72.99549,72.48908,19.11
2009-03-02,74.84921,22.48,73.65826,55.09851,27.58611,53.346790000000006,13.41745,14.78934,13.98396,23.41687,32.69,90.93,23.631870000000003,30.260440000000003,17.727510000000002,103.8551,,31.07576,15.59665,60.091190000000005,73.72746,72.73248000000001,18.15
2009-03-03,74.7869,22.93,73.16615,54.68488000000001,27.35033,53.16534,13.47136,14.36742,13.87264,23.351,32.56,90.04,23.61413,30.38121,17.59307,103.8551,,30.48689,15.81566,59.76408000000001,73.63377,72.6386,18.27
2009-03-04,74.7068,24.03,72.83096,55.9804,27.947640000000003,53.15836,13.687,15.3445,14.45009,23.97677,34.01,88.99,24.24395,30.37656,18.35492,103.8739,,31.11782,16.92635,59.74484,73.259,72.29913,18.91
2009-03-05,74.79581,23.68,74.85641,53.693740000000005,26.8159,53.40262,12.84242,14.67091,13.86568,23.51567,32.64,91.99,23.51655,28.93669,17.58026,103.8645,,29.46056,16.230220000000003,59.5845,74.11784,72.53748,18.75
2009-03-06,74.7424,24.17,74.35719,53.787380000000006,26.80804,53.17929,12.66871,14.87817,13.89351,23.4498,32.58,92.29,23.33026,28.79735,17.52905,103.8645,,29.61199,16.50398,59.71276999999999,73.7665,72.73248000000001,19.2
2009-03-09,74.6712,24.32,73.92214,53.15524,26.48581,52.98389,12.95024,14.61909,13.524779999999998,22.62643,31.7,90.57,22.83349,28.63014,17.13211,103.8645,,28.93057,16.18328,58.07083000000001,73.79772,72.23411999999999,19.09
2009-03-10,74.62669,24.1,72.50289000000001,56.32379,28.17556,53.03972,14.75321,15.788620000000002,14.3666,23.77916,33.83,88.14,24.24395,30.04679,18.30371,103.8833,,30.81497,17.497339999999998,58.91105,73.259,72.40025,19.04
2009-03-11,74.66229,23.1,73.2874,56.69059,28.27773,53.15139,14.51361,15.74421,14.443129999999998,23.87796,34.02,89.22,24.61653,30.52519,18.48297,103.8833,,30.85703,17.497339999999998,58.93028,73.78211,72.57359,18.44
2009-03-12,74.689,24.39,73.63686,58.922630000000005,29.4409,53.270030000000006,15.69962,16.277160000000002,14.825779999999998,23.84503,34.79,91.1,25.43264,31.03147,19.11678,103.9022,,32.77508,18.17002,58.878980000000006,73.99291,72.6386,19.3
2009-03-13,74.7513,24.05,73.26601,59.38308000000001,29.75528,53.22815,15.36418,16.380779999999998,14.86056,24.075570000000003,35.02,91.3,25.49474,31.10114,19.12318,103.921,,33.12,18.2717,59.42415,73.93046,72.71082,19.13
2009-03-16,74.6534,24.36,72.11063,59.20358,29.59023,53.19326,14.15421,16.44,15.05536,24.50373,35.4,90.8,25.06894,31.27764,19.32805,103.8833,,32.52271,18.28734,59.50753,73.51665,72.48692,19.55
2009-03-17,74.63559000000001,25.01,71.71838000000001,61.01419,30.52549,53.07462,15.22641,16.82491,15.44497,25.36004,36.33,90.04,26.01812,31.10114,19.84662,103.8928,,34.02855,18.68626,59.34718,73.37612,72.27023,19.97
2009-03-18,74.92043000000001,25.27,74.43564,62.379940000000005,31.1778,54.01677,16.05901,17.18761,15.89719,25.95287,37.37,93.09,26.34634,31.81643,20.31398,103.9305,,35.2063,19.07734,60.61071,75.89017,73.41865,20.22
2009-03-19,74.83140999999999,25.98,74.52835,61.60732,30.86344,53.98187,15.07666,17.06918,15.89023,25.82113,37.35,94.35,26.3286,31.537740000000003,20.33958,103.9116,,34.83614,18.9522,60.738980000000005,75.63252,73.59921,20.64
2009-03-20,74.92043000000001,26.39,74.1147,60.29545,30.21111,53.73761,13.77685,16.84712,15.66064,25.26124,36.83,93.59,25.92777,31.47736,20.06429,103.9022,,33.63316,18.69408,60.12326,75.63252,73.18751999999999,20.92
2009-03-23,74.85812,27.09,73.47282,64.62640999999999,32.309540000000005,53.611990000000006,16.0051,18.32753,16.781,27.237340000000003,39.48,92.08,27.45607,32.12762,21.485570000000003,103.921,,36.49341,20.42269,60.30926,75.37487,73.18751999999999,21.36
2009-03-24,74.7602,26.83,74.17175,63.35306,31.66508,53.58408000000001,14.77118,17.80939,16.2518,26.479840000000003,38.2,90.95,26.9496,32.18801,20.75572,103.9116,,35.07635,19.78913,59.71276999999999,75.26556,72.68915,21.01
2009-03-25,74.7424,26.39,73.17329000000001,64.02117,31.99588,53.40262,15.01429,18.090670000000003,16.54425,27.27028,38.83,91.98,27.074,32.35986,21.08223,103.921,,36.06382,20.08636,59.42415,74.81272,72.37135,20.69
2009-03-26,74.84031999999999,26.7,74.02199,65.32597,32.795190000000005,53.58408000000001,15.35025,18.50518,16.74618,27.56669,39.35,91.93,27.90923,32.86149,21.2743,103.9305,,37.45641,20.63388,59.73201,75.00791,72.51581,21.05
2009-03-27,74.87592,25.94,74.57114,64.14694,32.1779,53.71666999999999,14.66611,17.98704,16.20306,27.1056,38.09,90.69,27.38499,32.52707,20.44842,103.9116,,36.19886,20.02378,59.91801,74.96106999999999,72.57359,20.66
2009-03-30,74.94713,24.79,74.85641,61.93037,31.04622,53.82136,13.86592,17.09879,15.6112,26.05168,36.64,89.98,26.70969,31.0036,19.62255,103.9399,,35.160740000000004,18.99131,59.87311999999999,75.28116999999999,72.91306,19.91
2009-03-31,75.05394,25.18,75.39131,62.50416,31.3232,53.8423,14.83104,17.43928,16.02202,26.01874,37.59,90.28,26.94072,31.4913,20.42281,103.9399,,35.4899,19.40586,60.36699,75.4139,73.28864,20.0
2009-04-01,75.03719,24.86,76.07944,63.71463000000001,31.9484,53.95296,14.75163,18.07586,16.44677,26.77625,38.57,91.03,27.34056,31.54089,20.95419,103.9221,,36.10601,20.04725,60.27585,75.59886,73.25312,19.95
2009-04-02,74.91235,26.24,75.14964,65.57749,32.90598,53.8479,15.82059,19.09735,17.18486,27.73137,40.31,88.8,28.22022,32.68783,21.8889,103.9032,,37.91216,21.13448,60.2952,75.10556,73.02119,20.72
2009-04-03,74.74296,26.24,73.61188,66.22989,33.3175,53.56073000000001,17.18275,19.31941,17.26841,27.50083,40.54,87.59,28.74446,33.14848,22.13859,103.9221,,38.5114,21.3926,59.92114,74.24426,72.78201,21.04
2009-04-06,74.79645,26.0,73.29718000000001,65.71110999999999,32.99303,53.61677,16.98728,19.06774,16.96204,26.90799,39.7,85.27,28.67338,33.04037,21.72245,103.9032,,37.85308,21.12666,59.88889,74.072,72.76751999999999,20.78
2009-04-07,74.8232,25.43,73.48314,64.17838,32.15416,53.72182,15.71675,18.67543,16.613879999999998,26.74332,38.87,86.74,27.91812,32.65963,21.05662,103.9409,,36.51113,20.6417,59.86309,74.25992,72.65155,20.41
2009-04-08,74.8232,25.51,74.134,64.87008,32.605259999999994,53.973980000000005,15.94886,18.986320000000003,16.75315,26.94093,39.26,86.61,28.38905,33.04507,21.2807,103.9409,,37.18633,20.94675,60.46289,74.62793,72.89073,20.56
2009-04-09,74.73404000000001,26.4,73.20419,67.44821,33.92687,53.91094,18.08678,19.81535,17.177889999999998,27.92898,40.31,86.31,29.26871,33.98519,21.79287,103.9315,,39.36383,21.8619,60.86919,74.18945,72.78201,20.86
2009-04-13,74.87669,25.89,73.87652,67.46394000000001,33.97436,53.99499,18.14176,19.95599,17.35197,27.99485,40.71,87.88,29.22428,33.961690000000004,22.11298,103.9409,,39.38071,21.99487,61.45609,74.62793,73.3111,20.95
2009-04-14,74.93911,25.6,74.26275,66.30063,33.34125,54.13506999999999,16.60246,19.6451,17.22663,27.73137,40.32,87.37,28.86886,33.78776,21.83768,103.9598,,38.24132,21.64289,61.61731999999999,75.0116,73.2966,20.57
2009-04-15,74.97476999999999,25.92,74.134,67.00805,33.69737,54.21212,18.04403,19.90417,17.42856,27.86311,40.85,87.5,28.78889,34.0745,22.21541,103.9786,,38.82367,21.95576,62.09458000000001,75.08208,73.49954,20.44
2009-04-16,74.86778000000001,26.1,73.54751,67.99056999999999,34.275090000000006,54.10706,18.64875,20.18545,17.53301,27.96191,41.11,85.81,29.53527,34.61507,22.4779,103.9786,,39.94619,22.14349,62.359,74.78454,73.36909,20.35
2009-04-17,74.78753,25.84,72.7393,68.44646,34.50459,53.819880000000005,18.98471,19.993,17.52605,28.09365,40.97,85.22,29.59747,35.37186,22.41388,103.9598,,40.30066,21.98705,62.28161,74.18162,72.96321,20.2
2009-04-20,74.85885999999999,24.3,73.84075,65.57749,33.04052,54.08604,17.03004,19.03073,16.76707,27.46789,39.29,86.95,28.64673,34.0792,21.2743,103.9881,,38.23288,20.915470000000003,61.93979,74.6984,73.38358000000001,19.44
2009-04-21,74.86778000000001,24.49,73.11121999999999,66.8587,33.69737,53.98098,18.5388,19.51186,17.136110000000002,27.79724,40.19,86.89,29.046570000000003,34.46465,21.81207,103.9692,,39.55795,21.36131,62.13327,74.40869,73.15165,19.51
2009-04-22,74.86778000000001,24.27,72.66776999999999,66.44997,33.55492,54.07904,17.89132,19.35642,17.02471,27.89605,39.87,87.38,29.13543,34.62917,21.60081,103.9881,,39.54951,21.18141,61.97849,74.22861,73.34734,19.54
2009-04-23,74.81429,24.66,72.66060999999999,67.10237,33.79234,54.12106,18.69762,19.72652,17.463379999999997,28.06072,40.87,88.8,29.41976,34.59156,22.22181,103.9975,,39.45667,21.50992,61.92689,74.21294,73.44156,19.8
2009-04-24,74.81429,25.13,71.93108000000001,68.11633,34.38588,54.09305,19.58333,20.08922,17.74886,28.48888,41.5,89.72,29.93512,35.12743,22.63155,103.9315,,40.190940000000005,21.91666,62.06233,73.92323,73.52129000000001,20.1
2009-04-27,74.90344,24.4,72.23863,67.47179,34.02975,54.21212,18.41052,19.41564,17.51908,28.42301,41.01,89.01,29.97066,34.85009,22.30504,103.9409,,39.76051,21.18141,61.98494,74.22861,73.63725,19.6
2009-04-28,74.83211999999999,24.32,71.05849,67.25957,33.966440000000006,54.016000000000005,18.65486,19.31201,17.39375,27.96191,40.62,87.75,29.748520000000003,34.9253,22.24102,103.9503,,39.81958,21.11101,61.78501,73.86842,73.61551,19.46
2009-04-29,74.86778000000001,24.9,70.42909,68.69012,34.77366,53.93896,19.467270000000003,20.3557,17.8742,28.19246,41.66,88.33,30.15725,35.57399,22.88123,104.0069,,41.33033,22.2217,62.081680000000006,73.46909000000001,73.3111,19.91
2009-04-30,74.93019,24.79,70.15015,68.71370999999999,34.76575,54.09305,19.38175,20.48153,17.915979999999998,28.027790000000003,41.92,87.27,30.45936,35.85132,23.11171,103.9975,,40.95053,22.42507,62.04298000000001,73.34380999999999,73.66624,19.98
2009-05-01,74.87373000000001,25.82,69.66705,69.08313000000001,34.9636,54.00026999999999,18.74648,20.85164,18.16665,28.45594,42.41,86.95,30.53933,35.794709999999995,23.50864,103.939,,41.20373,22.75359,62.19691,73.10844,73.38215,20.58
2009-05-04,74.85585999999999,26.43,69.89661,71.43333,36.15859,54.04244,20.29189,22.25063,18.84207,29.21345,44.17,88.64,31.14354,35.7047,24.37293,103.9296,,42.70604,24.32577,62.34596,73.18697,73.44032,20.98
2009-05-05,74.83799,26.24,69.81052,71.18966,36.03197,54.03541,19.53446,21.95455,18.58443,29.11465,43.73,88.25,31.11688,36.01736,24.15526,103.9107,,42.49504,24.10676,62.54688,73.16341,73.59302,20.68
2009-05-06,74.88266,27.1,69.64551999999999,72.42371,36.59386,54.26736,20.27968,22.42088,19.15541,29.80628,44.79,89.54,31.125770000000003,36.31581,24.69944,103.9201,,42.6132,24.52131,62.82555,73.19481999999999,73.76026,21.23
2009-05-07,74.77545,27.31,67.94527,71.41761,36.02406,54.07759,19.11909,21.80651,18.86992,29.11465,44.04,89.44,30.39716,35.71891,24.32171,103.9107,,41.60885,23.91121,62.22283,72.58225,73.43305,21.27
2009-05-08,74.82906,28.1,68.11028,73.08397,36.83919,54.21112,20.39573,22.62814,19.64282,30.30031,45.95,89.98,30.41493,36.35844,25.37166,103.9013,,43.05207,24.70903,62.61816,72.66864,73.57121,21.8
2009-05-11,74.95413,28.05,69.07876999999999,71.71629,36.20608,54.436040000000006,19.61997,22.11739,19.19718,30.00389,44.78,89.69,30.52155,36.16895,24.66103,103.9201,,42.41908,24.13022,62.80611,73.3519,73.62210999999999,21.62
2009-05-12,74.9452,28.09,69.32986,71.50407,36.11111,54.41496,19.565,22.23583,19.35733,30.168570000000003,45.26,90.7,30.14837,36.31107,24.90431,103.9296,,41.81985,24.3023,62.98109,73.30476999999999,74.0293,21.84
2009-05-13,74.98093,27.68,70.08314,69.70409000000001,35.08231,54.57661,18.28225,21.46601,18.69584,29.60867,43.72,91.09,29.33979,35.83735,24.07203,103.939,,39.90398,23.41062,62.86444,73.64248,74.09474,21.59
2009-05-14,75.00774,27.79,70.35575,70.30145999999999,35.43843,54.555530000000005,18.71594,21.7843,18.91866,29.64161,44.15,91.03,29.66855,35.45836,24.40494,103.939,,40.46102,23.74695,63.00702,73.65033000000001,74.13837,21.73
2009-05-15,74.99879,26.89,70.33423,69.72766999999999,35.06647,54.54147,18.08678,21.61405,18.69584,29.93802,43.75,91.55,29.65078,34.96095,24.04642,103.9484,,40.3091,23.52794,62.99405,73.4697,74.30561,21.18
2009-05-18,74.92733,27.98,69.24377,71.70844,36.14277,54.37981,19.54057,22.95383,19.43393,30.2015,45.42,90.36,30.423820000000003,35.7047,25.14119,103.9296,,41.659490000000005,24.83418,62.90332,73.03775999999999,74.08747,21.74
2009-05-19,74.972,27.96,68.87791,71.62196999999999,36.15068,54.4993,19.16796,23.10927,19.55926,30.00389,45.83,90.96,30.56598,35.94156,25.4869,103.939,,41.67637,25.11577,63.15606999999999,72.93566,74.15292,21.74
2009-05-20,75.07027,28.5,69.60248,71.1425,35.94492,54.66095,19.01525,23.1981,19.69852,30.39911,46.13,92.25,30.45936,36.47213,25.538120000000003,103.9767,,41.28813,25.19398,63.519,73.16341,74.37833,22.09
2009-05-21,74.972,28.17,67.85200999999999,70.12066999999999,35.29598,54.37981,19.070220000000003,22.81319,19.51052,30.00389,45.78,93.85,29.89958,36.00315,25.52531,103.9767,,40.75642,24.72468,62.87092,72.36235,74.14564,21.91
2009-05-22,74.98987,28.44,67.09874,69.97133000000001,35.319720000000004,54.36575,18.59988,23.04265,19.66371,30.1027,46.04,94.15,29.80184,36.50056,25.65336,103.939,,40.33442,24.83418,62.78666,71.93826,73.94931,22.23
2009-05-26,74.89159000000001,28.48,66.0872,71.76346,36.26939,54.2533,19.70549,23.24251,20.01186,31.09075,46.96,93.76,30.91252,36.40581,26.05669,103.9201,,42.25872,25.13141,62.760740000000006,71.4592,73.78206999999999,22.28
2009-05-27,74.87373000000001,28.7,64.91783000000001,70.48225,35.66002,53.92999,18.990820000000003,23.02045,19.6846,30.49792,46.05,93.45,30.69926,36.47213,25.65976,103.939,,41.44005,24.842,62.32652,70.65028000000001,73.37489000000001,22.38
2009-05-28,74.8648,29.42,65.85764,71.46477,36.1032,54.07056,19.25348,23.73104,19.82386,30.30031,46.52,94.24,31.05469,36.60004,25.96066,104.0145,,41.49069,25.60854,62.559830000000005,71.0194,73.40396,22.79
2009-05-29,74.972,30.12,67.55788000000001,72.73026,36.66508,54.45713000000001,19.88874,24.14556,20.25557,30.86021,47.45,96.2,31.43676,36.8748,26.40881,103.9484,,42.34312,25.99963,63.48011999999999,71.82046,74.18927,23.23
2009-06-01,74.91008000000001,31.02,65.5609,74.49094000000001,37.57518,54.08897,20.90883,25.08562,20.74298,31.35423,48.62,95.73,32.33419,37.74717,27.04902,104.0201,,43.99735,27.09468,63.45947,70.64845,73.26899999999999,23.87
2009-06-02,74.88323000000001,31.0,65.91356999999999,74.55382,37.72554,54.2935,20.47514,24.72292,20.93795,31.38717,49.04,96.36,32.37862,37.6372,27.40114,103.9351,,44.54594,26.70359,63.928430000000006,70.88476,73.77224,23.97
2009-06-03,75.01745,29.72,66.53255,73.6106,37.26654,54.47688,20.43849,23.9383,20.33912,30.69553,47.58,94.41,32.28088,37.42205,26.50484,103.9823,,44.25055,25.75715,64.2541,71.31799000000001,73.97645,23.17
2009-06-04,74.94587,30.92,65.15784000000001,74.30229,37.63849,54.13834,21.09208,24.31581,20.41572,30.92608,47.88,96.23,32.64518,37.5368,26.6713,103.9634,,44.88354,26.23428,63.974030000000006,70.49091,73.36381,24.02
2009-06-05,74.45374,30.5,64.66122,74.31801999999999,37.56727,53.77158000000001,21.03711,24.35282,20.18594,30.56379,47.29,93.71,32.68072,37.65633,26.293570000000003,103.9257,,44.90042,26.289040000000004,63.63533,69.78986,72.98455,23.89
2009-06-08,74.2569,30.55,64.49569,74.01146999999999,37.46439,53.65874,20.65228,23.99752,20.06757,30.72847,47.19,93.56,32.58298,37.72326,26.23595,103.888,,44.36871,25.8823,63.50506,69.4354,72.78764,23.83
2009-06-09,74.4269,31.05,64.48849,74.38875999999999,37.66223,53.80685,20.65228,24.01973,20.2695,30.99195,47.77,93.83,32.83178,37.79498,26.51124,103.9163,,44.57127,25.92924,63.98705,69.73472,73.11584,24.06
2009-06-10,74.41795,31.25,63.47366,74.20011,37.56727,53.67284,20.29189,24.24919,20.34609,31.02488,47.86,93.86,32.71627,37.84279,26.52405,103.9729,,44.394020000000005,26.25775,63.79816,69.31725,72.91162,23.97
2009-06-11,74.4269,32.03,64.179,74.53024,37.78886,53.9338,19.87653,24.70072,20.68728,31.55184,48.68,93.7,32.71627,37.92885,26.92738,103.9729,,44.4109,26.82092,64.01961999999999,69.78986,73.16689000000001,24.19
2009-06-12,74.50743,31.52,64.75479,74.7346,37.82051,54.07486,20.59731,24.40463,20.59676,31.51891,48.43,92.17,32.56521,38.12488,26.81854,103.9351,,44.54594,26.39072,64.49509,70.16008000000001,73.52426,23.85
2009-06-15,74.56111999999999,30.95,65.33778000000001,73.02109,36.94207,54.18065,19.61997,23.52379,19.90742,30.95901,46.69,91.1,31.8988,37.5607,25.75579,103.9351,,43.34748,25.44428,64.51463000000001,70.47516,73.80141,23.39
2009-06-16,74.64165,30.88,66.47497,72.0307,36.42767,54.43456,19.25958,23.2129,19.6846,30.62966,46.15,91.93,31.58781,37.20212,25.56373,104.0012,,42.62164,25.061020000000003,64.47555,70.869,73.90352,23.3
2009-06-17,74.72218000000001,30.95,66.1007,71.95996,36.38018,54.40635,18.89308,23.03525,19.70549,30.99195,46.28,92.35,31.88992,36.98697,25.49971,104.0106,,42.84952,24.77943,64.55371,70.67996,74.04939,23.37
